"file","caption","alt_text","category","png_time","StartTime"
"bio1_sizeatage.png","Length at age in the beginning of the year (or season) in the ending year of the model. Shaded area indicates 95% distribution of length at age around estimated growth curve.",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"bio2_sizeatage_plus_CV_and_SD.png","Length at age (top-left panel) with CV (thick line) and SD (thin line) of length at age shown in top-right and lower-left panels",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"bio3_sizeatage_plus_WT_and_MAT.png","Length at age (top-left panel) with weight (thick line) and maturity (thin line) shown in top-right and lower-left panels",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"bio1B_len_at_age_matrix_1.png","Distribution of length at age for seas: 1 sub_seas: 1 morph: 1",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"bio1B_len_at_age_matrix_2.png","Distribution of length at age for seas: 1 sub_seas: 2 morph: 1",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"bio5_weightatsize.png","Weight-length relationship",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"bio6_maturity.png","Maturity at length",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"bio7_fecundity.png","Fecundity",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"bio8_fecundity_wt.png","Fecundity as a function of weight",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"bio9_fecundity_len.png","Fecundity as a function of length",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"bio10_spawningoutput_len.png","Spawning output at length. This is the product of maturity and fecundity unless maturity is age-based, in which case only fecundity is represented.",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"bio11_spawningoutput_age.png","Spawning output at age. This is the product of maturity and fecundity. When these processes are length-based they are converted into the age dimension using the matrix of length at age.",NA,"Bio",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"sel01_multiple_fleets_length1.png","Selectivity at length for multiple fleets.",NA,"Sel",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"sel02_multiple_fleets_age1.png","Selectivity at age for multiple fleets.",NA,"Sel",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"sel02_multiple_fleets_age2.png","Selectivity at age derived from selectivity at length for multiple fleets.",NA,"Sel",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"sel09_len_flt1sex1.png","Ending year selectivity for LGL",NA,"Sel",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"sel09_len_flt2sex1.png","Ending year selectivity for TWL",NA,"Sel",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"sel09_len_flt3sex1.png","Ending year selectivity for SURV",NA,"Sel",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"sel21_agelen_contour_flt1sex1.png","Ending year selectivity and growth for LGL",NA,"Sel",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"sel21_agelen_contour_flt2sex1.png","Ending year selectivity and growth for TWL",NA,"Sel",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"sel21_agelen_contour_flt3sex1.png","Ending year selectivity and growth for SURV",NA,"Sel",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"ts7_Spawning_output.png","Spawning biomass (t)",NA,"Timeseries",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"ts7_Spawning_output_with_95_intervals.png","Spawning biomass (t) with ~95% asymptotic intervals",NA,"Timeseries",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"ts9_Fraction_of_unfished_spawning_biomass.png","Fraction of unfished spawning biomass",NA,"Timeseries",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"ts9_Fraction_of_unfished_spawning_biomass_with_95_asymptotic_intervals_intervals.png","Fraction of unfished spawning biomass with ~95% asymptotic intervals",NA,"Timeseries",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"ts1_Total_biomass_(t).png","Total biomass (t)",NA,"Timeseries",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"ts4_Summary_biomass_(t).png","Summary biomass (t)",NA,"Timeseries",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)",NA,"Timeseries",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"ts11_Age-0_recruits_(1000s)_with_95_asymptotic_intervals.png","Age-0 recruits (1,000s) with ~95% asymptotic intervals",NA,"Timeseries",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"ts_summaryF.png","Summary F (definition of F depends on setting in starter.ss)",NA,"Timeseries",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"ts_DynamicB0.png","Dynamic B0 plot. The lower line shows the time series of estimated Spawning biomass (t) in the presence of fishing mortality. The upper line shows the time series that could occur under the same dynamics (including deviations in recruitment), but without fishing. The point at the left represents the unfished equilibrium.",NA,"Timeseries",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"recdevs1_points.png","Recruitment deviations",NA,"RecDev",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
"recdevs2_withbars.png","Recruitment deviations with 95% intervals",NA,"RecDev",2025-08-29 14:08:27.357073,"StartTime: Fri Aug 29 14:06:46 2025"
