"file","caption","alt_text","category","png_time","StartTime"
"bio1_sizeatage.png","Length at age in the beginning of the year (or season) in the ending year of the model. Shaded area indicates 95% distribution of length at age around estimated growth curve.",NA,"Bio",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"bio2_sizeatage_plus_CV_and_SD.png","Length at age (top-left panel) with CV (thick line) and SD (thin line) of length at age shown in top-right and lower-left panels",NA,"Bio",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"bio3_sizeatage_plus_WT_and_MAT.png","Length at age (top-left panel) with weight (thick line) and maturity (thin line) shown in top-right and lower-left panels",NA,"Bio",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"bio1B_len_at_age_matrix_1.png","Distribution of length at age for seas: 1 morph: 1",NA,"Bio",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"bio5_weightatsize.png","Weight-length relationship",NA,"Bio",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"bio6_maturity.png","Maturity at length",NA,"Bio",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"bio7_fecundity.png","Fecundity",NA,"Bio",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"bio8_fecundity_wt.png","Fecundity as a function of weight",NA,"Bio",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"bio9_fecundity_len.png","Fecundity as a function of length",NA,"Bio",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"bio10_spawningoutput_len.png","Spawning output at length. This is the product of maturity and fecundity unless maturity is age-based, in which case only fecundity is represented.",NA,"Bio",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"bio11_spawningoutput_age.png","Spawning output at age. This is the product of maturity and fecundity. When these processes are length-based they are converted into the age dimension using the matrix of length at age.",NA,"Bio",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"sel01_multiple_fleets_length1.png","Selectivity at length for multiple fleets.",NA,"Sel",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"sel02_multiple_fleets_age1.png","Selectivity at age for multiple fleets.",NA,"Sel",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"sel02_multiple_fleets_age2.png","Selectivity at age derived from selectivity at length for multiple fleets.",NA,"Sel",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"sel09_len_flt1sex1.png","Ending year selectivity for LGL",NA,"Sel",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"sel09_len_flt2sex1.png","Ending year selectivity for TWL",NA,"Sel",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"sel09_len_flt3sex1.png","Ending year selectivity for SURV",NA,"Sel",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"sel21_agelen_contour_flt1sex1.png","Ending year selectivity and growth for LGL",NA,"Sel",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"sel21_agelen_contour_flt2sex1.png","Ending year selectivity and growth for TWL",NA,"Sel",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"sel21_agelen_contour_flt3sex1.png","Ending year selectivity and growth for SURV",NA,"Sel",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"ts7_Spawning_biomass_(mt).png","Spawning biomass (mt)",NA,"Timeseries",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"ts9_Relative_spawning_biomass.png","Relative spawning biomass: no_depletion_basis",NA,"Timeseries",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"ts1_Total_biomass_(mt).png","Total biomass (mt)",NA,"Timeseries",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"ts4_Summary_biomass_(mt).png","Summary biomass (mt)",NA,"Timeseries",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
"ts11_Age-0_recruits_(1000s).png","Age-0 recruits (1,000s)",NA,"Timeseries",2023-07-28 11:15:43.114637,"StartTime: Wed Oct 28 22:56:07 2020"
